Data Field name in the Staging File,Cardinality,xml tag
LineItemDescription,"cac:InvoiceLine(..*)/cac:Item(..1)/cbc:Description(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cbc:Description(..1)",cac:InvoiceLine/cac:Item/cbc:Description
LineItemSellerId,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:SellersItemIdentification(..1)/cbc:ID(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:SellersItemIdentification(..1)/cbc:ID(..1)",cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID
LineItemBuyerId,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:BuyersItemIdentification(..1)/cbc:ID(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:BuyersItemIdentification(..1)/cbc:ID(..1)",cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID
LineItemStandardIdentifer,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:StandardItemIdentification(..1)/cbc:ID(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:StandardItemIdentification(..1)/cbc:ID(..1)",cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID
LineItemStandardIdentifer_SchemeID,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:StandardItemIdentification(..1)/cbc:ID(..1)/@SchemeID(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:StandardItemIdentification(..1)/cbc:ID(..1)/@SchemeID(..1)",cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@SchemeID
LineItemOriginCountry,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:OriginCountry(..1)/cbc:IdentificationCode(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:OriginCountry(..1)/cbc:IdentificationCode(..1)",cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode
ItemClassificationIdentifier,n(50),-
ItemClassificationCode,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:CommodityClassification(..50)/cbc:ItemClassificationCode(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:CommodityClassification(..50)/cbc:ItemClassificationCode(..1)",cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode
ItemClassificationCode_ListID,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:CommodityClassification(..50)/cbc:ItemClassificationCode(..1)//@listID(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:CommodityClassification(..50)/cbc:ItemClassificationCode(..1)//@listID(..1)",cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID
ItemClassificationCode_VersionID,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:CommodityClassification(..50)/cbc:ItemClassificationCode(..1)//@listVersionID(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:CommodityClassification(..50)/cbc:ItemClassificationCode(..1)//@listVersionID(..1)",cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID
AttributeIdentifier,n(50),-
ItemAttributeName,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:AdditionalItemProperty(..50)/cbc:Name(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:AdditionalItemProperty(..50)/cbc:Name(..1)",cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name
ItemAttributeValue,"cac:InvoiceLine(..*)/cac:Item(..1)/cac:AdditionalItemProperty(..50)/cbc:Value(..1)
cac:CreditNoteLine(..*)/cac:Item(..1)/cac:AdditionalItemProperty(..50)/cbc:Value(..1)",cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value
LineAllowanceChargeIdentifier,n(10),-
LineAllowanceIndicator,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:ChargeIndicator(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:ChargeIndicator(..1)",cac:InvoiceLine/cac:AllowanceCharge/cbc:ChargeIndicator
LineAllowanceAmount,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:Amount(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:Amount(..1)
BT-5 Value to be added @currencyID","cac:InvoiceLine/cac:AllowanceCharge/cbc:Amount
BT-5 Value to be added @currencyID"
LineAllowanceBaseAmount,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:BaseAmount(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:BaseAmount(..1)
BT-5 Value to be added @currencyID","cac:InvoiceLine/cac:AllowanceCharge/cbc:BaseAmount
BT-5 Value to be added @currencyID"
LineAllowancePercentage,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:MultiplierFactorNumeric (..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:MultiplierFactorNumeric (..1)",cac:InvoiceLine/cac:AllowanceCharge/cbc:MultiplierFactorNumeric
LineAllowanceReason,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:AllowanceChargeReason(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:AllowanceChargeReason(..1)",cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReason
LineAllowanceReasonCode,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:AllowanceChargeReasonCode(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:AllowanceChargeReasonCode(..1)",cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode
LineChargeIndicator,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:ChargeIndicator(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:ChargeIndicator(..1)",cac:InvoiceLine/cac:AllowanceCharge/cbc:ChargeIndicator
LineChargeAmount,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:Amount(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:Amount(..1)
BT-5 Value to be added @currencyID","cac:InvoiceLine/cac:AllowanceCharge/cbc:Amount
BT-5 Value to be added @currencyID"
LineChargeBaseAmount,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:BaseAmount(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:BaseAmount(..1)
BT-5 Value to be added @currencyID","cac:InvoiceLine/cac:AllowanceCharge/cbc:BaseAmount
BT-5 Value to be added @currencyID"
LineChargePercentage,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:MultiplierFactorNumeric (..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:MultiplierFactorNumeric (..1)",cac:InvoiceLine/cac:AllowanceCharge/cbc:MultiplierFactorNumeric
LineChargeReason,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:AllowanceChargeReason(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:AllowanceChargeReason(..1)",cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReason
LineChargeCode,"cac:InvoiceLine(..*)/cac:AllowanceCharge(..10)/cbc:AllowanceChargeReasonCode(..1)
cac:CreditNoteLine(..*)/cac:AllowanceCharge(..10)/cbc:AllowanceChargeReasonCode(..1)",cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode
InvoiceAllowanceChargeIdentifier,n(10),-
InvoiceAllowanceIndicator,cac:AllowanceCharge(..10)/cbc:ChargeIndicator(..1),cac:AllowanceCharge/cbc:ChargeIndicator
InvoiceAllowanceAmount,"cac:AllowanceCharge(..10)/cbc:Amount(..1)
BT-5 Value to be added @currencyID","cac:AllowanceCharge/cbc:Amount
BT-5 Value to be added @currencyID"
InvoiceAllowanceBaseAmount,"cac:AllowanceCharge(..10)/cbc:BaseAmount(..1)
BT-5 Value to be added @currencyID","cac:AllowanceCharge/cbc:BaseAmount
BT-5 Value to be added @currencyID"
InvoiceAllowancePercentage,cac:AllowanceCharge(..10)/cbc:MultiplierFactorNumeric(..1),cac:AllowanceCharge/cbc:MultiplierFactorNumeric
InvoiceAllowanceVATCategory,cac:AllowanceCharge(..10)/cac:TaxCategory(..1)/cbc:ID(..1),cac:AllowanceCharge/cac:TaxCategory/cbc:ID
InvoiceAllowanceVATRate,cac:AllowanceCharge(..10)/cac:TaxCategory(..1)/cbc:Percent(..1),cac:AllowanceCharge/cac:TaxCategory/cbc:Percent
-,"cac:AllowanceCharge(..10)/cac:TaxCategory(..1)/cac:TaxScheme(..1)/cbc:ID=""VAT""(..1)","cac:AllowanceCharge/cac:TaxCategory/cac:TaxScheme/cbc:ID=""VAT"""
InvoiceAllowanceReason,cac:AllowanceCharge(..10)/cbc:AllowanceChargeReason(..1),cac:AllowanceCharge/cbc:AllowanceChargeReason
InvoiceAllowanceReasonCode,cac:AllowanceCharge(..10)/cbc:AllowanceChargeReasonCode(..1),cac:AllowanceCharge/cbc:AllowanceChargeReasonCode
InvoiceChargeIndicator,cac:AllowanceCharge(..10)/cbc:ChargeIndicator(..1),cac:AllowanceCharge/cbc:ChargeIndicator
InvoiceChargeAmount,"cac:AllowanceCharge(..10)/cbc:Amount(..1)
BT-5 Value to be added @currencyID","cac:AllowanceCharge/cbc:Amount
BT-5 Value to be added @currencyID"
InvoiceChargeBaseAmount,"cac:AllowanceCharge(..10)/cbc:BaseAmount(..1)
BT-5 Value to be added @currencyID","cac:AllowanceCharge/cbc:BaseAmount
BT-5 Value to be added @currencyID"
InvoiceChargePercentage,cac:AllowanceCharge(..10)/cbc:MultiplierFactorNumeric(..1),cac:AllowanceCharge/cbc:MultiplierFactorNumeric
InvoiceChargeVATCategory,cac:AllowanceCharge(..10)/cac:TaxCategory(..1)/cbc:ID(..1),cac:AllowanceCharge/cac:TaxCategory/cbc:ID
InvoiceChargeVATRate,cac:AllowanceCharge(..10)/cac:TaxCategory(..1)/cbc:Percent(..1),cac:AllowanceCharge/cac:TaxCategory/cbc:Percent
-,"cac:AllowanceCharge(..10)/cac:TaxCategory(..1)/cac:TaxScheme(..1)/cbc:ID=""VAT""(..1)","cac:AllowanceCharge/cac:TaxCategory/cac:TaxScheme/cbc:ID=""VAT"""
InvoiceChargeReason,cac:AllowanceCharge(..10)/cbc:AllowanceChargeReason(..1),cac:AllowanceCharge/cbc:AllowanceChargeReason
InvoiceChargeReasonCode,cac:AllowanceCharge(..10)/cbc:AllowanceChargeReasonCode(..1),cac:AllowanceCharge/cbc:AllowanceChargeReasonCode
InvoiceNetAmount,"cac:LegalMonetaryTotal(..1)/cbc:LineExtensionAmount(..1)
BT-5 Value to be added @currencyID","cac:LegalMonetaryTotal/cbc:LineExtensionAmount
BT-5 Value to be added @currencyID"
TotalInvoiceAllowanceAmount,"cac:LegalMonetaryTotal(..1)/cbc:AllowanceTotalAmount(..1)
BT-5 Value to be added @currencyID","cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount
BT-5 Value to be added @currencyID"
TotalInvoiceChargeAmount,"cac:LegalMonetaryTotal(..1)/cbc:ChargeTotalAmount(..1)
BT-5 Value to be added @currencyID","cac:LegalMonetaryTotal/cbc:ChargeTotalAmount
BT-5 Value to be added @currencyID"
InvoiceTotalWithoutVAT,"cac:LegalMonetaryTotal(..1)/cbc:TaxExclusiveAmount(..1)
BT-5 Value to be added @currencyID","cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount
BT-5 Value to be added @currencyID"
InvoiceTotalWithVAT,"cac:LegalMonetaryTotal(..1)/cbc:TaxInclusiveAmount(..1)
BT-5 Value to be added @currencyID","cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount
BT-5 Value to be added @currencyID"
InvoicePaidAmount,"cac:LegalMonetaryTotal(..1)/cbc:PrepaidAmount(..1)
BT-5 Value to be added @currencyID","cac:LegalMonetaryTotal/cbc:PrepaidAmount
BT-5 Value to be added @currencyID"
RoundingAmount,"cac:LegalMonetaryTotal(..1)/cbc:PayableRoundingAmount(..1)
BT-5 Value to be added @currencyID","cac:LegalMonetaryTotal/cbc:PayableRoundingAmount
BT-5 Value to be added @currencyID"
InvoiceDueAmountForPayment,"cac:LegalMonetaryTotal(..1)/cbc:PayableAmount(..1)
BT-5 Value to be added @currencyID","cac:LegalMonetaryTotal/cbc:PayableAmount
BT-5 Value to be added @currencyID"
InvoiceTotalVATAmount,"cac:TaxTotal(..1)/cbc:TaxAmount(..1)
BT-5 Value to be added @currencyID","cac:TaxTotal/cbc:TaxAmount
BT-5 Value to be added @currencyID"
InvoiceTotalVATAmountRON,"cac:TaxTotal(..1)/cbc:TaxAmount(..1)
BT-6 Value to be added @currencyID",-
SubTotalIdentifier,n(50),-
InvoiceVATtaxableAmount,"cac:TaxTotal(..1)/cac:TaxSubtotal(..50)/cbc:TaxableAmount(..1)
BT-5 Value to be added @currencyID","cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount
BT-5 Value to be added @currencyID"
InvoiceVATCategoryAmount,"cac:TaxTotal(..1)/cac:TaxSubtotal(..50)/cbc:TaxAmount(..1)
BT-5 Value to be added @currencyID","cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount
BT-5 Value to be added @currencyID"
VATCategoryCode,cac:TaxTotal(..1)/cac:TaxSubtotal(..50)/cac:TaxCategory(..1)/cbc:ID(..1),cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID
VATCategoryRate,cac:TaxTotal(..1)/cac:TaxSubtotal(..50)/cac:TaxCategory(..1)/cbc:Percent(..1),cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent
VATExemptionReason,cac:TaxTotal(..1)/cac:TaxSubtotal(..50)/cac:TaxCategory(..1)/cbc:TaxExemptionReason(..1),cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason
VATExemptionCode,cac:TaxTotal(..1)/cac:TaxSubtotal(..50)/cac:TaxCategory(..1)/cbc:TaxExemptionReasonCode(..1),cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode
-,"cac:TaxTotal(..1)/cac:TaxSubtotal(..50)/cac:TaxCategory(..1)/cac:TaxScheme(..1)/cbc:ID=""VAT""(..1)","cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID=""VAT"""
PayeeName,cac:PayeeParty(..1)/cac:PartyName(..1)/cbc:Name(..1),cac:PayeeParty/cac:PartyName/cbc:Name
PayeeIdentificationID,cac:PayeeParty(..1)/cac:PartyIdentification(..1)/cbc:ID(..1),cac:PayeeParty/cac:PartyIdentification/cbc:ID
PayeeIdentificationID_Scheme,cac:PayeeParty(..1)/cac:PartyIdentification(..1)/cbc:ID (..1)/ @SchemeID(..1),cac:PayeeParty/cac:PartyIdentification/cbc:ID / @SchemeID
PayeeLegalID,cac:PayeeParty(..1)/cac:Party(..1)/cac:PartyLegalEntity(..1)/cbc:CompanyID(..1),cac:PayeeParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID
PayeeLegalID_Scheme,cac:PayeeParty(..1)/cac:Party(..1)/cac:PartyLegalEntity(..1)/cbc:CompanyID(..1)/ @SchemeID(..1),cac:PayeeParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID/ @SchemeID
PaymentDueDate,cbc:DueDate(..1),cbc:DueDate
PaymentTerms,cac:PaymentTerms(..1)/cbc:Note(..1),cac:PaymentTerms/cbc:Note
PaymentMeansCode,cac:PaymentMeans(..1)/cbc:PaymentMeansCode(..1),cac:PaymentMeans/cbc:PaymentMeansCode
PaymentMeansText,cac:PaymentMeans(..1)/cbc:PaymentMeansCode(..1)/@name(..1),cac:PaymentMeans/cbc:PaymentMeansCode/@name
PaymentInformation,cac:PaymentMeans(..1)/cbc:PaymentID(..1),cac:PaymentMeans/cbc:PaymentID
BankAccount,cac:PaymentMeans(..1)/cac:PayeeFinancialAccount(..1)/cbc:ID(..1),cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID
PaymentAccountName,cac:PaymentMeans(..1)/cac:PayeeFinancialAccount(..1)/cbc:Name(..1),cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name
PaymentServiceProviderID,cac:PaymentMeans(..1)/cac:PayeeFinancialAccount(..1)/cac:FinancialInstitutionBranch(..1)/cbc:ID(..1),cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID
CardPaymentAccount,cac:PaymentMeans(..1)/cac:CardAccount(..1)/cbc:PrimaryAccountNumberID(..1),cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID
PaymentCardHoldername,cac:PaymentMeans(..1)/cac:CardAccount(..1)/cbc:HolderName(..1),cac:PaymentMeans/cac:CardAccount/cbc:HolderName
CardPaymentNetworkID,cac:PaymentMeans(..1)/cac:CardAccount(..1)/cbc:NetworkID(..1),cac:PaymentMeans/cac:CardAccount/cbc:NetworkID
DirectDebitID,cac:PaymentMeans(..1)/cac:PaymentMandate(..1)/cbc:ID(..1),cac:PaymentMeans/cac:PaymentMandate/cbc:ID
DirectDebitBankID,TBD,TBD
DirectDebitAccount,cac:PaymentMeans(..1)/cac:PaymentMandate(..1)/cac:PayerFinancialAccount(..1)/cbc:ID(..1),cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID
PrecedingInvoiceIdentifier,n(500),-
PreceedingInvoiceNumber,cac:BillingReference(..500)/cac:InvoiceDocumentReference(..1)/cbc:ID(..1),cac:BillingReference/cac:InvoiceDocumentReference/cbc:ID
PreceedingInvoiceDate,cac:BillingReference(..500)/cac:InvoiceDocumentReference(..1)/cbc:IssueDate(..1),cac:BillingReference/cac:InvoiceDocumentReference/cbc:IssueDate
"
InvoicedObjectID",cac:AdditionalDocumentReference(..1)/cbc:ID(..1),cac:AdditionalDocumentReference/cbc:ID
InvoicedObjectID_scheme,cac:AdditionalDocumentReference(..1)/cbc:ID(..1) / @schemeID(..1),cac:AdditionalDocumentReference/cbc:ID/@schemeID
AdditionalDocDescription,cac:AdditionalDocumentReference(..1)/cbc:DocumentDescription(..1),cac:AdditionalDocumentReference/cbc:DocumentDescription
AdditonalDocURL,cac:AdditionalDocumentReference(..1)/cac:Attachment(..1)/cac:External Reference(..1)/cbc:URI(..1),cac:AdditionalDocumentReference/cac:Attachment/cac:External Reference/cbc:URI
AdditionalDocEmbedded,cac:AdditionalDocumentReference(..1)/cac:Attachment(..1)/cbc:EmbeddedDocumentBinaryObject(..1),cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject
AdditionalDocEmbedded_Mimecode,cac:AdditionalDocumentReference(..1)/cac:Attachment(..1)/cbc:EmbeddedDocumentBinaryObject(..1)/@mimeCode(..1),cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@mimeCode
AdditionalDocEmbedded_Filename,cac:AdditionalDocumentReference(..1)/cac:Attachment(..1)/cbc:EmbeddedDocumentBinaryObject(..1)/@filename(..1),cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@filename
AdditionalDocReference,TBD,-
-,-,"cac:AdditionalDocumentReference(..1)/cbc:DocumentTypeCode=130
"
DocTypeDescription,,
DocHeaderDescription,,
Exchange Rate,,
InvoiceValueinRON,,
OriginalInvoiceDate,,
OriginalInvoiceAmountinRON,,
OriginalInvoiceTaxAmountinRON,,
OriginalInvoicePaymentType,,
OriginalInvoicePaymentNumber,,
OriginalInvoiceAmount,,
OriginalInvoiceTaxAmount,,
OriginalInvoiceCorrectionReason,,
Transaction MovementNumber,,
EinvoicingAuthorisation,,
EinvoicingCode,,
EinvoicingReference,,
EinvoicingDateofReceipt,,
DateEntry,,
DateSettlement,,
DateClearing,,
ReturnPeriod,,
OriginalTaxPeriod,,
PlaceOfVATPoint,,
UserID,,
CompanyID,,
SourceId,,
SourceFileName,,
GLPostingDate,,
OrgHierarchy1,,
OrgHierarchy2,,
OrgHierarchy3,,
OrgHierarchy4,,
OrgHierarchy5,,
GLAccountCodeLine_1,,
GLAccountCodeLine_2,,
GLAccountCodeAdvanceLine_1,,
GLAccountCodeAdvanceLine_2,,
TotalInvoiceValueInWords,,
BuyerCode,,
LineItemCode,,
ReasonforCreditNote,,
ReasonforInvoiceCorrection,,
AccountingVoucherNumber,,
AccountingVoucherDate,,
UserDefinedHeader1,,
UserDefinedHeader2,,
UserDefinedHeader3,,
UserDefinedHeader4,,
UserDefinedHeader5,,
UserDefinedHeader6,,
UserDefinedHeader7,,
UserDefinedHeader8,,
UserDefinedHeader9,,
UserDefinedHeader10,,
UserDefinedLine1,,
UserDefinedLine2,,
UserDefinedLine3,,
UserDefinedLine4,,
UserDefinedLine5,,
UserDefinedLine6,,
UserDefinedLine7,,
UserDefinedLine8,,
UserDefinedLine9,,
UserDefinedLine10,,
UserDefinedAdvanceLine1,,
UserDefinedAdvanceLine2,,
UserDefinedAdvanceLine3,,
UserDefinedAdvanceLine4,,
UserDefinedAdvanceLine5,,
UserDefinedAdvanceLine6,,
UserDefinedAdvanceLine7,,
UserDefinedAdvanceLine8,,
UserDefinedAdvanceLine9,,
UserDefinedAdvanceLine10,,